"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"우이천","성북구지역","서울특별시","성북구","하천                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 장위동 311-42","성북구보건소","37.6230679","127.0508136","2021-09-13","","2021-10-17 11:36:49.0"
"중랑천","성북구지역","서울특별시","성북구","하천                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 석관동 375-4","성북구보건소","37.6125963","127.0690371","2021-09-13","","2021-10-17 11:36:49.0"
"하나로거리","거리일부","서울특별시","성북구","거리                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","240","100000","02-2241-5942","","서울특별시 성북구 동선동1가 101-2","성북구보건소","37.59293736","127.0174183","2021-09-13","","2021-10-17 11:36:49.0"
"아마존거리","거리일부","서울특별시","성북구","거리                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","520","100000","02-2241-5942","","서울특별시 성북구 길음동 1168","성북구보건소","37.6105304","127.0216444","2021-09-13","","2021-10-17 11:36:49.0"
"길음뉴타운거리","거리일부","서울특별시","성북구","거리                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","2.5","100000","02-2241-5942","서울특별시 성북구 길음로 20","서울특별시 성북구 길음동","성북구보건소","37.6047257","127.0230189","2021-09-13","","2021-10-17 11:36:49.0"
"배밭골","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","263","100000","02-2241-5942","","서울특별시 성북구 정릉3동 895-2","성북구보건소","37.607761","126.998946","2021-09-13","","2021-10-17 11:36:49.0"
"동산","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","417","100000","02-2241-5942","","서울특별시 성북구 하월곡동 96-165","성북구보건소","37.606265","127.034528","2021-09-13","","2021-10-17 11:36:49.0"
"밤골","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","600","100000","02-2241-5942","서울특별시 성북구 화랑로13가길 17-8 (하월곡동)","서울특별시 성북구 하월곡동 산2-140","성북구보건소","37.607541","127.039921","2021-09-13","","2021-10-17 11:36:49.0"
"햇살","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","300","100000","02-2241-5942","서울특별시 성북구 월곡로18가길 17-1 (하월곡동)","서울특별시 성북구 상월곡동 97-37","성북구보건소","37.60242021","127.0428155","2021-09-13","","2021-10-17 11:36:49.0"
"향기","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","서울특별시 성북구 장월로3길 47 (상월곡동)","서울특별시 성북구 상월곡동 산1-1","성북구보건소","37.60920214","127.045461","2021-09-13","","2021-10-17 11:36:49.0"
"동방","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","982","100000","02-2241-5942","","서울특별시 성북구 장위1동 219-223","성북구보건소","37.616598","127.043486","2021-09-13","","2021-10-17 11:36:49.0"
"샛별","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 석관동 168-86","성북구보건소","37.614016","127.064186","2021-09-13","","2021-10-17 11:36:49.0"
